center,left,right,steering,throttle,brake,speed
DATAmine/IMG/center_2017_02_04_20_52_51_470.jpg,,,0,0,0,1.799364E-05
DATAmine/IMG/center_2017_02_04_20_52_51_554.jpg,,,0,0,0,1.936766E-06
DATAmine/IMG/center_2017_02_04_20_52_51_631.jpg,,,0,0,0,1.406623E-06
DATAmine/IMG/center_2017_02_04_20_52_51_715.jpg,,,0,0,0,1.177464E-05
DATAmine/IMG/center_2017_02_04_20_52_51_791.jpg,,,0,0,0,1.480207E-05
DATAmine/IMG/center_2017_02_04_20_52_51_865.jpg,,,0,0,0,3.246634E-06
DATAmine/IMG/center_2017_02_04_20_52_51_948.jpg,,,0,0,0,2.943821E-06
DATAmine/IMG/center_2017_02_04_20_52_52_015.jpg,,,0,0,0,6.934538E-06
DATAmine/IMG/center_2017_02_04_20_52_52_090.jpg,,,0,0,0,6.492259E-06
DATAmine/IMG/center_2017_02_04_20_52_52_165.jpg,,,0,0,0,6.115565E-06
DATAmine/IMG/center_2017_02_04_20_52_52_248.jpg,,,0,0,0,7.758365E-06
DATAmine/IMG/center_2017_02_04_20_52_52_316.jpg,,,0,0,0,9.848339E-06
DATAmine/IMG/center_2017_02_04_20_52_52_400.jpg,,,0,0,0,1.124476E-05
DATAmine/IMG/center_2017_02_04_20_52_52_468.jpg,,,0,0,0,1.383726E-05
DATAmine/IMG/center_2017_02_04_20_52_52_549.jpg,,,0,0,0,3.270416E-06
DATAmine/IMG/center_2017_02_04_20_52_52_616.jpg,,,0,0,0,4.26943E-07
DATAmine/IMG/center_2017_02_04_20_52_52_685.jpg,,,0,0,0,2.175082E-06
DATAmine/IMG/center_2017_02_04_20_52_52_768.jpg,,,0,0,0,4.171339E-06
DATAmine/IMG/center_2017_02_04_20_52_52_850.jpg,,,0,0,0,8.863479E-06
DATAmine/IMG/center_2017_02_04_20_52_52_933.jpg,,,0,0,0,1.58326E-05
DATAmine/IMG/center_2017_02_04_20_52_53_014.jpg,,,0,0,0,1.198188E-05
DATAmine/IMG/center_2017_02_04_20_52_53_086.jpg,,,0,0,0,2.289165E-05
DATAmine/IMG/center_2017_02_04_20_52_53_163.jpg,,,0,0,0,2.027235E-05
DATAmine/IMG/center_2017_02_04_20_52_53_233.jpg,,,0,0,0,2.757427E-05
DATAmine/IMG/center_2017_02_04_20_52_53_313.jpg,,,0,0.09870028,0,0.01533418
DATAmine/IMG/center_2017_02_04_20_52_53_394.jpg,,,0,0.363327,0,0.287605
DATAmine/IMG/center_2017_02_04_20_52_53_475.jpg,,,0,0.6002827,0,0.7039216
DATAmine/IMG/center_2017_02_04_20_52_53_533.jpg,,,0,0.7526944,0,1.207523
DATAmine/IMG/center_2017_02_04_20_52_53_625.jpg,,,0,1,0,2.332756
DATAmine/IMG/center_2017_02_04_20_52_53_684.jpg,,,0,1,0,3.056185
DATAmine/IMG/center_2017_02_04_20_52_53_759.jpg,,,0,1,0,3.99388
DATAmine/IMG/center_2017_02_04_20_52_53_832.jpg,,,-0.06666667,1,0,4.693903
DATAmine/IMG/center_2017_02_04_20_52_53_916.jpg,,,-0.1666667,1,0,5.847284
DATAmine/IMG/center_2017_02_04_20_52_53_985.jpg,,,-0.1666667,1,0,6.536289
DATAmine/IMG/center_2017_02_04_20_52_54_070.jpg,,,-0.1666667,1,0,7.449237
DATAmine/IMG/center_2017_02_04_20_52_54_148.jpg,,,-0.1666667,1,0,8.355247
DATAmine/IMG/center_2017_02_04_20_52_54_215.jpg,,,-0.1666667,1,0,9.254226
